,tokens,Sentiment,No Stops
746,"[u'I', u'always', u'order', u'from', u'the', u'vegetarian', u'menu', u'during', u'dinner', u'which', u'has', u'a', u'wide', u'array', u'of', u'options', u'to', u'choose', u'from']",1,"[u'I', u'always', u'order', u'vegetarian', u'menu', u'dinner', u'wide', u'array', u'options', u'choose']"
747,"[u'I', u'have', u'watched', u'their', u'prices', u'inflate', u'portions', u'get', u'smaller', u'and', u'management', u'attitudes', u'grow', u'rapidly']",0,"[u'I', u'watched', u'prices', u'inflate', u'portions', u'get', u'smaller', u'management', u'attitudes', u'grow', u'rapidly']"
748,"[u'Wonderful', u'lil', u'tapas', u'and', u'the', u'ambience', u'made', u'me', u'feel', u'all', u'warm', u'and', u'fuzzy', u'inside']",1,"[u'Wonderful', u'lil', u'tapas', u'ambience', u'made', u'feel', u'warm', u'fuzzy', u'inside']"
749,"[u'I', u'got', u'to', u'enjoy', u'the', u'seafood', u'salad', u'with', u'a', u'fabulous', u'vinegrette']",1,"[u'I', u'got', u'enjoy', u'seafood', u'salad', u'fabulous', u'vinegrette']"
750,"[u'The', u'wontons', u'were', u'thin', u'not', u'thick', u'and', u'chewy', u'almost', u'melt', u'in', u'your', u'mouth']",1,"[u'The', u'wontons', u'thin', u'thick', u'chewy', u'almost', u'melt', u'mouth']"
751,"[u'Level', u'5', u'spicy', u'was', u'perfect', u'where', u'spice', u'didn', u't', u'over', u'whelm', u'the', u'soup']",1,"[u'Level', u'5', u'spicy', u'perfect', u'spice', u'whelm', u'soup']"
752,"[u'We', u'were', u'sat', u'right', u'on', u'time', u'and', u'our', u'server', u'from', u'the', u'get', u'go', u'was', u'FANTASTIC']",1,"[u'We', u'sat', u'right', u'time', u'server', u'get', u'go', u'FANTASTIC']"
753,"[u'Main', u'thing', u'I', u'didn', u't', u'enjoy', u'is', u'that', u'the', u'crowd', u'is', u'of', u'older', u'crowd', u'around', u'mid', u'30s', u'and', u'up']",0,"[u'Main', u'thing', u'I', u'enjoy', u'crowd', u'older', u'crowd', u'around', u'mid', u'30s']"
754,"[u'When', u'I', u'm', u'on', u'this', u'side', u'of', u'town', u'this', u'will', u'definitely', u'be', u'a', u'spot', u'I', u'll', u'hit', u'up', u'again']",1,"[u'When', u'I', u'side', u'town', u'definitely', u'spot', u'I', u'hit']"
755,"[u'I', u'had', u'to', u'wait', u'over', u'30', u'minutes', u'to', u'get', u'my', u'drink', u'and', u'longer', u'to', u'get', u'2', u'arepas']",0,"[u'I', u'wait', u'30', u'minutes', u'get', u'drink', u'longer', u'get', u'2', u'arepas']"
756,"[u'This', u'is', u'a', u'GREAT', u'place', u'to', u'eat']",1,"[u'This', u'GREAT', u'place', u'eat']"
757,"[u'The', u'jalapeno', u'bacon', u'is', u'soooo', u'good']",1,"[u'The', u'jalapeno', u'bacon', u'soooo', u'good']"
758,"[u'The', u'service', u'was', u'poor', u'and', u'thats', u'being', u'nice']",0,"[u'The', u'service', u'poor', u'thats', u'nice']"
759,"[u'Food', u'was', u'good', u'service', u'was', u'good', u'Prices', u'were', u'good']",1,"[u'Food', u'good', u'service', u'good', u'Prices', u'good']"
760,"[u'The', u'place', u'was', u'not', u'clean', u'and', u'the', u'food', u'oh', u'so', u'stale']",0,"[u'The', u'place', u'clean', u'food', u'oh', u'stale']"
761,"[u'The', u'chicken', u'dishes', u'are', u'OK', u'the', u'beef', u'is', u'like', u'shoe', u'leather']",0,"[u'The', u'chicken', u'dishes', u'OK', u'beef', u'like', u'shoe', u'leather']"
762,"[u'But', u'the', u'service', u'was', u'beyond', u'bad']",0,"[u'But', u'service', u'beyond', u'bad']"
763,"[u'I', u'm', u'so', u'happy', u'to', u'be', u'here']",1,"[u'I', u'happy']"
764,"[u'Tasted', u'like', u'dirt']",0,"[u'Tasted', u'like', u'dirt']"
765,"[u'One', u'of', u'the', u'few', u'places', u'in', u'Phoenix', u'that', u'I', u'would', u'definately', u'go', u'back', u'to', u'again']",1,"[u'One', u'places', u'Phoenix', u'I', u'would', u'definately', u'go', u'back']"
766,"[u'The', u'block', u'was', u'amazing']",1,"[u'The', u'block', u'amazing']"
767,"[u'It', u's', u'close', u'to', u'my', u'house', u'it', u's', u'low', u'key', u'non', u'fancy', u'affordable', u'prices', u'good', u'food']",1,"[u'It', u'close', u'house', u'low', u'key', u'non', u'fancy', u'affordable', u'prices', u'good', u'food']"
768,"[u'Both', u'the', u'Hot', u'Sour', u'the', u'Egg', u'Flower', u'Soups', u'were', u'absolutely', u'5', u'Stars']",1,"[u'Both', u'Hot', u'Sour', u'Egg', u'Flower', u'Soups', u'absolutely', u'5', u'Stars']"
769,"[u'My', u'sashimi', u'was', u'poor', u'quality', u'being', u'soggy', u'and', u'tasteless']",0,"[u'My', u'sashimi', u'poor', u'quality', u'soggy', u'tasteless']"
770,"[u'Great', u'time', u'family', u'dinner', u'on', u'a', u'Sunday', u'night']",1,"[u'Great', u'time', u'family', u'dinner', u'Sunday', u'night']"
771,"[u'the', u'food', u'is', u'not', u'tasty', u'at', u'all', u'not', u'to', u'say', u'its', u'real', u'traditional', u'Hunan', u'style']",0,"[u'food', u'tasty', u'say', u'real', u'traditional', u'Hunan', u'style']"
772,"[u'What', u'did', u'bother', u'me', u'was', u'the', u'slow', u'service']",0,"[u'What', u'bother', u'slow', u'service']"
773,"[u'The', u'flair', u'bartenders', u'are', u'absolutely', u'amazing']",1,"[u'The', u'flair', u'bartenders', u'absolutely', u'amazing']"
774,"[u'Their', u'frozen', u'margaritas', u'are', u'WAY', u'too', u'sugary', u'for', u'my', u'taste']",0,"[u'Their', u'frozen', u'margaritas', u'WAY', u'sugary', u'taste']"
775,"[u'These', u'were', u'so', u'good', u'we', u'ordered', u'them', u'twice']",1,"[u'These', u'good', u'ordered', u'twice']"
776,"[u'So', u'in', u'a', u'nutshell', u'1', u'The', u'restaraunt', u'smells', u'like', u'a', u'combination', u'of', u'a', u'dirty', u'fish', u'market', u'and', u'a', u'sewer']",0,"[u'So', u'nutshell', u'1', u'The', u'restaraunt', u'smells', u'like', u'combination', u'dirty', u'fish', u'market', u'sewer']"
777,"[u'My', u'girlfriend', u's', u'veal', u'was', u'very', u'bad']",0,"[u'My', u'girlfriend', u'veal', u'bad']"
778,"[u'Unfortunately', u'it', u'was', u'not', u'good']",0,"[u'Unfortunately', u'good']"
779,"[u'I', u'had', u'a', u'pretty', u'satifying', u'experience']",1,"[u'I', u'pretty', u'satifying', u'experience']"
780,"[u'Join', u'the', u'club', u'and', u'get', u'awesome', u'offers', u'via', u'email']",1,"[u'Join', u'club', u'get', u'awesome', u'offers', u'via', u'email']"
781,"[u'Perfect', u'for', u'someone', u'me', u'who', u'only', u'likes', u'beer', u'ice', u'cold', u'or', u'in', u'this', u'case', u'even', u'colder']",1,"[u'Perfect', u'someone', u'likes', u'beer', u'ice', u'cold', u'case', u'even', u'colder']"
782,"[u'Bland', u'and', u'flavorless', u'is', u'a', u'good', u'way', u'of', u'describing', u'the', u'barely', u'tepid', u'meat']",0,"[u'Bland', u'flavorless', u'good', u'way', u'describing', u'barely', u'tepid', u'meat']"
783,"[u'The', u'chains', u'which', u'I', u'm', u'no', u'fan', u'of', u'beat', u'this', u'place', u'easily']",0,"[u'The', u'chains', u'I', u'fan', u'beat', u'place', u'easily']"
784,"[u'The', u'nachos', u'are', u'a', u'MUST', u'HAVE']",1,"[u'The', u'nachos', u'MUST', u'HAVE']"
785,"[u'We', u'will', u'not', u'be', u'coming', u'back']",0,"[u'We', u'coming', u'back']"
786,"[u'I', u'don', u't', u'have', u'very', u'many', u'words', u'to', u'say', u'about', u'this', u'place', u'but', u'it', u'does', u'everything', u'pretty', u'well']",1,"[u'I', u'many', u'words', u'say', u'place', u'everything', u'pretty', u'well']"
787,"[u'The', u'staff', u'is', u'super', u'nice', u'and', u'very', u'quick', u'even', u'with', u'the', u'crazy', u'crowds', u'of', u'the', u'downtown', u'juries', u'lawyers', u'and', u'court', u'staff']",1,"[u'The', u'staff', u'super', u'nice', u'quick', u'even', u'crazy', u'crowds', u'downtown', u'juries', u'lawyers', u'court', u'staff']"
788,"[u'Great', u'atmosphere', u'friendly', u'and', u'fast', u'service']",1,"[u'Great', u'atmosphere', u'friendly', u'fast', u'service']"
789,"[u'When', u'I', u'received', u'my', u'Pita', u'it', u'was', u'huge', u'it', u'did', u'have', u'a', u'lot', u'of', u'meat', u'in', u'it', u'so', u'thumbs', u'up', u'there']",1,"[u'When', u'I', u'received', u'Pita', u'huge', u'lot', u'meat', u'thumbs']"
790,"[u'Once', u'your', u'food', u'arrives', u'it', u's', u'meh']",0,"[u'Once', u'food', u'arrives', u'meh']"
791,"[u'Paying', u'7', u'85', u'for', u'a', u'hot', u'dog', u'and', u'fries', u'that', u'looks', u'like', u'it', u'came', u'out', u'of', u'a', u'kid', u's', u'meal', u'at', u'the', u'Wienerschnitzel', u'is', u'not', u'my', u'idea', u'of', u'a', u'good', u'meal']",0,"[u'Paying', u'7', u'85', u'hot', u'dog', u'fries', u'looks', u'like', u'came', u'kid', u'meal', u'Wienerschnitzel', u'idea', u'good', u'meal']"
792,"[u'The', u'classic', u'Maine', u'Lobster', u'Roll', u'was', u'fantastic']",1,"[u'The', u'classic', u'Maine', u'Lobster', u'Roll', u'fantastic']"
793,"[u'My', u'brother', u'in', u'law', u'who', u'works', u'at', u'the', u'mall', u'ate', u'here', u'same', u'day', u'and', u'guess', u'what', u'he', u'was', u'sick', u'all', u'night', u'too']",0,"[u'My', u'brother', u'law', u'works', u'mall', u'ate', u'day', u'guess', u'sick', u'night']"
794,"[u'So', u'good', u'I', u'am', u'going', u'to', u'have', u'to', u'review', u'this', u'place', u'twice', u'once', u'hereas', u'a', u'tribute', u'to', u'the', u'place', u'and', u'once', u'as', u'a', u'tribute', u'to', u'an', u'event', u'held', u'here', u'last', u'night']",1,"[u'So', u'good', u'I', u'going', u'review', u'place', u'twice', u'hereas', u'tribute', u'place', u'tribute', u'event', u'held', u'last', u'night']"
795,"[u'The', u'chips', u'and', u'salsa', u'were', u'really', u'good', u'the', u'salsa', u'was', u'very', u'fresh']",1,"[u'The', u'chips', u'salsa', u'really', u'good', u'salsa', u'fresh']"
796,"[u'This', u'place', u'is', u'great']",1,"[u'This', u'place', u'great']"
797,"[u'Mediocre', u'food']",0,"[u'Mediocre', u'food']"
798,"[u'Once', u'you', u'get', u'inside', u'you', u'll', u'be', u'impressed', u'with', u'the', u'place']",1,"[u'Once', u'get', u'inside', u'impressed', u'place']"
799,"[u'I', u'm', u'super', u'pissd']",0,"[u'I', u'super', u'pissd']"
800,"[u'And', u'service', u'was', u'super', u'friendly']",1,"[u'And', u'service', u'super', u'friendly']"
801,"[u'Why', u'are', u'these', u'sad', u'little', u'vegetables', u'so', u'overcooked']",0,"[u'Why', u'sad', u'little', u'vegetables', u'overcooked']"
802,"[u'This', u'place', u'was', u'such', u'a', u'nice', u'surprise']",1,"[u'This', u'place', u'nice', u'surprise']"
803,"[u'They', u'were', u'golden', u'crispy', u'and', u'delicious']",1,"[u'They', u'golden', u'crispy', u'delicious']"
804,"[u'I', u'had', u'high', u'hopes', u'for', u'this', u'place', u'since', u'the', u'burgers', u'are', u'cooked', u'over', u'a', u'charcoal', u'grill', u'but', u'unfortunately', u'the', u'taste', u'fell', u'flat', u'way', u'flat']",0,"[u'I', u'high', u'hopes', u'place', u'since', u'burgers', u'cooked', u'charcoal', u'grill', u'unfortunately', u'taste', u'fell', u'flat', u'way', u'flat']"
805,"[u'I', u'could', u'eat', u'their', u'bruschetta', u'all', u'day', u'it', u'is', u'devine']",1,"[u'I', u'could', u'eat', u'bruschetta', u'day', u'devine']"
806,"[u'Not', u'a', u'single', u'employee', u'came', u'out', u'to', u'see', u'if', u'we', u'were', u'OK', u'or', u'even', u'needed', u'a', u'water', u'refill', u'once', u'they', u'finally', u'served', u'us', u'our', u'food']",0,"[u'Not', u'single', u'employee', u'came', u'see', u'OK', u'even', u'needed', u'water', u'refill', u'finally', u'served', u'us', u'food']"
807,"[u'Lastly', u'the', u'mozzarella', u'sticks', u'they', u'were', u'the', u'best', u'thing', u'we', u'ordered']",1,"[u'Lastly', u'mozzarella', u'sticks', u'best', u'thing', u'ordered']"
808,"[u'The', u'first', u'time', u'I', u'ever', u'came', u'here', u'I', u'had', u'an', u'amazing', u'experience', u'I', u'still', u'tell', u'people', u'how', u'awesome', u'the', u'duck', u'was']",1,"[u'The', u'first', u'time', u'I', u'ever', u'came', u'I', u'amazing', u'experience', u'I', u'still', u'tell', u'people', u'awesome', u'duck']"
809,"[u'The', u'server', u'was', u'very', u'negligent', u'of', u'our', u'needs', u'and', u'made', u'us', u'feel', u'very', u'unwelcome', u'I', u'would', u'not', u'suggest', u'this', u'place']",0,"[u'The', u'server', u'negligent', u'needs', u'made', u'us', u'feel', u'unwelcome', u'I', u'would', u'suggest', u'place']"
810,"[u'The', u'service', u'was', u'terrible', u'though']",0,"[u'The', u'service', u'terrible', u'though']"
811,"[u'This', u'place', u'is', u'overpriced', u'not', u'consistent', u'with', u'their', u'boba', u'and', u'it', u'really', u'is', u'OVERPRICED']",0,"[u'This', u'place', u'overpriced', u'consistent', u'boba', u'really', u'OVERPRICED']"
812,"[u'It', u'was', u'packed']",0,"[u'It', u'packed']"
813,"[u'I', u'love', u'this', u'place']",1,"[u'I', u'love', u'place']"
814,"[u'I', u'can', u'say', u'that', u'the', u'desserts', u'were', u'yummy']",1,"[u'I', u'say', u'desserts', u'yummy']"
815,"[u'The', u'food', u'was', u'terrible']",0,"[u'The', u'food', u'terrible']"
816,"[u'The', u'seasonal', u'fruit', u'was', u'fresh', u'white', u'peach', u'puree']",1,"[u'The', u'seasonal', u'fruit', u'fresh', u'white', u'peach', u'puree']"
817,"[u'It', u'kept', u'getting', u'worse', u'and', u'worse', u'so', u'now', u'I', u'm', u'officially', u'done']",0,"[u'It', u'kept', u'getting', u'worse', u'worse', u'I', u'officially', u'done']"
818,"[u'This', u'place', u'should', u'honestly', u'be', u'blown', u'up']",0,"[u'This', u'place', u'honestly', u'blown']"
819,"[u'But', u'I', u'definitely', u'would', u'not', u'eat', u'here', u'again']",0,"[u'But', u'I', u'definitely', u'would', u'eat']"
820,"[u'Do', u'not', u'waste', u'your', u'money', u'here']",0,"[u'Do', u'waste', u'money']"
821,"[u'I', u'love', u'that', u'they', u'put', u'their', u'food', u'in', u'nice', u'plastic', u'containers', u'as', u'opposed', u'to', u'cramming', u'it', u'in', u'little', u'paper', u'takeout', u'boxes']",1,"[u'I', u'love', u'put', u'food', u'nice', u'plastic', u'containers', u'opposed', u'cramming', u'little', u'paper', u'takeout', u'boxes']"
822,"[u'The', u'crpe', u'was', u'delicate', u'and', u'thin', u'and', u'moist']",1,"[u'The', u'crpe', u'delicate', u'thin', u'moist']"
823,"[u'Awful', u'service']",0,"[u'Awful', u'service']"
824,"[u'Won', u't', u'ever', u'go', u'here', u'again']",0,"[u'Won', u'ever', u'go']"
825,"[u'Food', u'quality', u'has', u'been', u'horrible']",0,"[u'Food', u'quality', u'horrible']"
826,"[u'For', u'that', u'price', u'I', u'can', u'think', u'of', u'a', u'few', u'place', u'I', u'would', u'have', u'much', u'rather', u'gone']",0,"[u'For', u'price', u'I', u'think', u'place', u'I', u'would', u'much', u'rather', u'gone']"
827,"[u'The', u'service', u'here', u'is', u'fair', u'at', u'best']",0,"[u'The', u'service', u'fair', u'best']"
828,"[u'I', u'do', u'love', u'sushi', u'but', u'I', u'found', u'Kabuki', u'to', u'be', u'over', u'priced', u'over', u'hip', u'and', u'under', u'services']",0,"[u'I', u'love', u'sushi', u'I', u'found', u'Kabuki', u'priced', u'hip', u'services']"
829,"[u'Do', u'yourself', u'a', u'favor', u'and', u'stay', u'away', u'from', u'this', u'dish']",0,"[u'Do', u'favor', u'stay', u'away', u'dish']"
830,"[u'Very', u'poor', u'service']",0,"[u'Very', u'poor', u'service']"
831,"[u'No', u'one', u'at', u'the', u'table', u'thought', u'the', u'food', u'was', u'above', u'average', u'or', u'worth', u'the', u'wait', u'that', u'we', u'had', u'for', u'it']",0,"[u'No', u'one', u'table', u'thought', u'food', u'average', u'worth', u'wait']"
832,"[u'Best', u'service', u'and', u'food', u'ever', u'Maria', u'our', u'server', u'was', u'so', u'good', u'and', u'friendly', u'she', u'made', u'our', u'day']",1,"[u'Best', u'service', u'food', u'ever', u'Maria', u'server', u'good', u'friendly', u'made', u'day']"
833,"[u'They', u'were', u'excellent']",1,"[u'They', u'excellent']"
834,"[u'I', u'paid', u'the', u'bill', u'but', u'did', u'not', u'tip', u'because', u'I', u'felt', u'the', u'server', u'did', u'a', u'terrible', u'job']",0,"[u'I', u'paid', u'bill', u'tip', u'I', u'felt', u'server', u'terrible', u'job']"
835,"[u'Just', u'had', u'lunch', u'here', u'and', u'had', u'a', u'great', u'experience']",1,"[u'Just', u'lunch', u'great', u'experience']"
836,"[u'I', u'have', u'never', u'had', u'such', u'bland', u'food', u'which', u'surprised', u'me', u'considering', u'the', u'article', u'we', u'read', u'focused', u'so', u'much', u'on', u'their', u'spices', u'and', u'flavor']",0,"[u'I', u'never', u'bland', u'food', u'surprised', u'considering', u'article', u'read', u'focused', u'much', u'spices', u'flavor']"
837,"[u'Food', u'is', u'way', u'overpriced', u'and', u'portions', u'are', u'fucking', u'small']",0,"[u'Food', u'way', u'overpriced', u'portions', u'fucking', u'small']"
838,"[u'I', u'recently', u'tried', u'Caballero', u's', u'and', u'I', u'have', u'been', u'back', u'every', u'week', u'since']",1,"[u'I', u'recently', u'tried', u'Caballero', u'I', u'back', u'every', u'week', u'since']"
839,"[u'for', u'40', u'bucks', u'a', u'head', u'i', u'really', u'expect', u'better', u'food']",0,"[u'40', u'bucks', u'head', u'really', u'expect', u'better', u'food']"
840,"[u'The', u'food', u'came', u'out', u'at', u'a', u'good', u'pace']",1,"[u'The', u'food', u'came', u'good', u'pace']"
841,"[u'I', u'ate', u'there', u'twice', u'on', u'my', u'last', u'visit', u'and', u'especially', u'enjoyed', u'the', u'salmon', u'salad']",1,"[u'I', u'ate', u'twice', u'last', u'visit', u'especially', u'enjoyed', u'salmon', u'salad']"
842,"[u'I', u'won', u't', u'be', u'back']",0,"[u'I', u'back']"
843,"[u'We', u'could', u'not', u'believe', u'how', u'dirty', u'the', u'oysters', u'were']",0,"[u'We', u'could', u'believe', u'dirty', u'oysters']"
844,"[u'This', u'place', u'deserves', u'no', u'stars']",0,"[u'This', u'place', u'deserves', u'stars']"
845,"[u'I', u'would', u'not', u'recommend', u'this', u'place']",0,"[u'I', u'would', u'recommend', u'place']"
846,"[u'In', u'fact', u'I', u'm', u'going', u'to', u'round', u'up', u'to', u'4', u'stars', u'just', u'because', u'she', u'was', u'so', u'awesome']",1,"[u'In', u'fact', u'I', u'going', u'round', u'4', u'stars', u'awesome']"
847,"[u'To', u'my', u'disbelief', u'each', u'dish', u'qualified', u'as', u'the', u'worst', u'version', u'of', u'these', u'foods', u'I', u'have', u'ever', u'tasted']",0,"[u'To', u'disbelief', u'dish', u'qualified', u'worst', u'version', u'foods', u'I', u'ever', u'tasted']"
848,"[u'Bad', u'day', u'or', u'not', u'I', u'have', u'a', u'very', u'low', u'tolerance', u'for', u'rude', u'customer', u'service', u'people', u'it', u'is', u'your', u'job', u'to', u'be', u'nice', u'and', u'polite', u'wash', u'dishes', u'otherwise']",0,"[u'Bad', u'day', u'I', u'low', u'tolerance', u'rude', u'customer', u'service', u'people', u'job', u'nice', u'polite', u'wash', u'dishes', u'otherwise']"
849,"[u'the', u'potatoes', u'were', u'great', u'and', u'so', u'was', u'the', u'biscuit']",1,"[u'potatoes', u'great', u'biscuit']"
850,"[u'I', u'probably', u'would', u'not', u'go', u'here', u'again']",0,"[u'I', u'probably', u'would', u'go']"
851,"[u'So', u'flavorful', u'and', u'has', u'just', u'the', u'perfect', u'amount', u'of', u'heat']",1,"[u'So', u'flavorful', u'perfect', u'amount', u'heat']"
852,"[u'The', u'price', u'is', u'reasonable', u'and', u'the', u'service', u'is', u'great']",1,"[u'The', u'price', u'reasonable', u'service', u'great']"
853,"[u'The', u'Wife', u'hated', u'her', u'meal', u'coconut', u'shrimp', u'and', u'our', u'friends', u'really', u'did', u'not', u'enjoy', u'their', u'meals', u'either']",0,"[u'The', u'Wife', u'hated', u'meal', u'coconut', u'shrimp', u'friends', u'really', u'enjoy', u'meals', u'either']"
854,"[u'My', u'fella', u'got', u'the', u'huevos', u'rancheros', u'and', u'they', u'didn', u't', u'look', u'too', u'appealing']",0,"[u'My', u'fella', u'got', u'huevos', u'rancheros', u'look', u'appealing']"
855,"[u'Went', u'in', u'for', u'happy', u'hour', u'great', u'list', u'of', u'wines']",1,"[u'Went', u'happy', u'hour', u'great', u'list', u'wines']"
856,"[u'Some', u'may', u'say', u'this', u'buffet', u'is', u'pricey', u'but', u'I', u'think', u'you', u'get', u'what', u'you', u'pay', u'for', u'and', u'this', u'place', u'you', u'are', u'getting', u'quite', u'a', u'lot']",1,"[u'Some', u'may', u'say', u'buffet', u'pricey', u'I', u'think', u'get', u'pay', u'place', u'getting', u'quite', u'lot']"
857,"[u'I', u'probably', u'won', u't', u'be', u'coming', u'back', u'here']",0,"[u'I', u'probably', u'coming', u'back']"
858,"[u'Worst', u'food', u'service', u'I', u've', u'had', u'in', u'a', u'while']",0,"[u'Worst', u'food', u'service', u'I']"
859,"[u'This', u'place', u'is', u'pretty', u'good', u'nice', u'little', u'vibe', u'in', u'the', u'restaurant']",1,"[u'This', u'place', u'pretty', u'good', u'nice', u'little', u'vibe', u'restaurant']"
860,"[u'Talk', u'about', u'great', u'customer', u'service', u'of', u'course', u'we', u'will', u'be', u'back']",1,"[u'Talk', u'great', u'customer', u'service', u'course', u'back']"
861,"[u'Hot', u'dishes', u'are', u'not', u'hot', u'cold', u'dishes', u'are', u'close', u'to', u'room', u'temp', u'I', u'watched', u'staff', u'prepare', u'food', u'with', u'BARE', u'HANDS', u'no', u'gloves', u'Everything', u'is', u'deep', u'fried', u'in', u'oil']",0,"[u'Hot', u'dishes', u'hot', u'cold', u'dishes', u'close', u'room', u'temp', u'I', u'watched', u'staff', u'prepare', u'food', u'BARE', u'HANDS', u'gloves', u'Everything', u'deep', u'fried', u'oil']"
862,"[u'I', u'love', u'their', u'fries', u'and', u'their', u'beans']",1,"[u'I', u'love', u'fries', u'beans']"
863,"[u'Always', u'a', u'pleasure', u'dealing', u'with', u'him']",1,"[u'Always', u'pleasure', u'dealing']"
864,"[u'They', u'have', u'a', u'plethora', u'of', u'salads', u'and', u'sandwiches', u'and', u'everything', u'I', u've', u'tried', u'gets', u'my', u'seal', u'of', u'approval']",1,"[u'They', u'plethora', u'salads', u'sandwiches', u'everything', u'I', u'tried', u'gets', u'seal', u'approval']"
865,"[u'This', u'place', u'is', u'awesome', u'if', u'you', u'want', u'something', u'light', u'and', u'healthy', u'during', u'the', u'summer']",1,"[u'This', u'place', u'awesome', u'want', u'something', u'light', u'healthy', u'summer']"
866,"[u'For', u'sushi', u'on', u'the', u'Strip', u'this', u'is', u'the', u'place', u'to', u'go']",1,"[u'For', u'sushi', u'Strip', u'place', u'go']"
867,"[u'The', u'service', u'was', u'great', u'even', u'the', u'manager', u'came', u'and', u'helped', u'with', u'our', u'table']",1,"[u'The', u'service', u'great', u'even', u'manager', u'came', u'helped', u'table']"
868,"[u'The', u'feel', u'of', u'the', u'dining', u'room', u'was', u'more', u'college', u'cooking', u'course', u'than', u'high', u'class', u'dining', u'and', u'the', u'service', u'was', u'slow', u'at', u'best']",0,"[u'The', u'feel', u'dining', u'room', u'college', u'cooking', u'course', u'high', u'class', u'dining', u'service', u'slow', u'best']"
869,"[u'I', u'started', u'this', u'review', u'with', u'two', u'stars', u'but', u'I', u'm', u'editing', u'it', u'to', u'give', u'it', u'only', u'one']",0,"[u'I', u'started', u'review', u'two', u'stars', u'I', u'editing', u'give', u'one']"
870,"[u'this', u'is', u'the', u'worst', u'sushi', u'i', u'have', u'ever', u'eat', u'besides', u'Costco', u's']",0,"[u'worst', u'sushi', u'ever', u'eat', u'besides', u'Costco']"
871,"[u'All', u'in', u'all', u'an', u'excellent', u'restaurant', u'highlighted', u'by', u'great', u'service', u'a', u'unique', u'menu', u'and', u'a', u'beautiful', u'setting']",1,"[u'All', u'excellent', u'restaurant', u'highlighted', u'great', u'service', u'unique', u'menu', u'beautiful', u'setting']"
872,"[u'My', u'boyfriend', u'and', u'i', u'sat', u'at', u'the', u'bar', u'and', u'had', u'a', u'completely', u'delightful', u'experience']",1,"[u'My', u'boyfriend', u'sat', u'bar', u'completely', u'delightful', u'experience']"
873,"[u'Weird', u'vibe', u'from', u'owners']",0,"[u'Weird', u'vibe', u'owners']"
874,"[u'There', u'was', u'hardly', u'any', u'meat']",0,"[u'There', u'hardly', u'meat']"
875,"[u'I', u've', u'had', u'better', u'bagels', u'from', u'the', u'grocery', u'store']",0,"[u'I', u'better', u'bagels', u'grocery', u'store']"
876,"[u'Go', u'To', u'Place', u'for', u'Gyros']",1,"[u'Go', u'To', u'Place', u'Gyros']"
877,"[u'I', u'love', u'the', u'owner', u'chef', u'his', u'one', u'authentic', u'Japanese', u'cool', u'dude']",1,"[u'I', u'love', u'owner', u'chef', u'one', u'authentic', u'Japanese', u'cool', u'dude']"
878,"[u'Now', u'the', u'burgers', u'aren', u't', u'as', u'good', u'the', u'pizza', u'which', u'used', u'to', u'be', u'amazing', u'is', u'doughy', u'and', u'flavorless']",0,"[u'Now', u'burgers', u'good', u'pizza', u'used', u'amazing', u'doughy', u'flavorless']"
879,"[u'I', u'found', u'a', u'six', u'inch', u'long', u'piece', u'of', u'wire', u'in', u'my', u'salsa']",0,"[u'I', u'found', u'six', u'inch', u'long', u'piece', u'wire', u'salsa']"
880,"[u'The', u'service', u'was', u'terrible', u'food', u'was', u'mediocre']",0,"[u'The', u'service', u'terrible', u'food', u'mediocre']"
881,"[u'We', u'definately', u'enjoyed', u'ourselves']",1,"[u'We', u'definately', u'enjoyed']"
882,"[u'I', u'ordered', u'Albondigas', u'soup', u'which', u'was', u'just', u'warm', u'and', u'tasted', u'like', u'tomato', u'soup', u'with', u'frozen', u'meatballs']",0,"[u'I', u'ordered', u'Albondigas', u'soup', u'warm', u'tasted', u'like', u'tomato', u'soup', u'frozen', u'meatballs']"
883,"[u'On', u'three', u'different', u'occasions', u'I', u'asked', u'for', u'well', u'done', u'or', u'medium', u'well', u'and', u'all', u'three', u'times', u'I', u'got', u'the', u'bloodiest', u'piece', u'of', u'meat', u'on', u'my', u'plate']",0,"[u'On', u'three', u'different', u'occasions', u'I', u'asked', u'well', u'done', u'medium', u'well', u'three', u'times', u'I', u'got', u'bloodiest', u'piece', u'meat', u'plate']"
884,"[u'I', u'had', u'about', u'two', u'bites', u'and', u'refused', u'to', u'eat', u'anymore']",0,"[u'I', u'two', u'bites', u'refused', u'eat', u'anymore']"
885,"[u'The', u'service', u'was', u'extremely', u'slow']",0,"[u'The', u'service', u'extremely', u'slow']"
886,"[u'After', u'20', u'minutes', u'wait', u'I', u'got', u'a', u'table']",0,"[u'After', u'20', u'minutes', u'wait', u'I', u'got', u'table']"
887,"[u'Seriously', u'killer', u'hot', u'chai', u'latte']",1,"[u'Seriously', u'killer', u'hot', u'chai', u'latte']"
888,"[u'No', u'allergy', u'warnings', u'on', u'the', u'menu', u'and', u'the', u'waitress', u'had', u'absolutely', u'no', u'clue', u'as', u'to', u'which', u'meals', u'did', u'or', u'did', u'not', u'contain', u'peanuts']",0,"[u'No', u'allergy', u'warnings', u'menu', u'waitress', u'absolutely', u'clue', u'meals', u'contain', u'peanuts']"
